date,query,num,base,fname,type,title,text,url,sub_rank,paid_by
10/28/2020,prop 24 how to vote,24,how to vote,prop 24 how to vote.html,general,Californians Should Vote No on Prop 24 | ACLU of Northern CA,"Oct 16, 2020 — Proposition 24 won't strengthen privacy rights for Californians. Instead, it will undermine protections in current law and increase the burden on ...",https://www.aclunc.org/blog/californians-should-vote-no-prop-24,7,
10/28/2020,prop 24 how to vote,24,how to vote,prop 24 how to vote.html,general,"Chronicle recommends: Vote no on Prop. 24, a flawed privacy ...","Chronicle recommends: Vote no on Prop. 24, a flawed privacy initiative. Chronicle Editorial Board Sep. 25, 2020 Updated: Oct. 6, 2020 4:14 p.m.. Comments.",https://www.sfchronicle.com/opinion/editorials/article/Chronicle-recommends-Vote-no-on-Prop-24-a-15598736.php,8,
10/28/2020,prop 24 yes or no,24,yes or no,prop 24 yes or no.html,general,"Whether yes or no, the stakes are high for Calif.'s Prop 24 - IAPP","1 day ago — Proposition 24, the ballot initiative that would cement the California Privacy Rights Act into law, will be decided next week. And so far, things are ...",https://iapp.org/news/a/whether-yes-or-no-the-stakes-are-high-for-prop-24/,0,
10/28/2020,prop 24 yes or no,24,yes or no,prop 24 yes or no.html,general,Proposition 24 | Official Voter Information Guide | California ...,NO A NO vote on this measure means: Businesses would continue to be ... YES ON PROP. 24! CON Proposition 24 reduces your privacy rights in California.‎Proposition 25 · ‎Arguments and Rebuttals · ‎Analysis · ‎Official Title and Summary,https://voterguide.sos.ca.gov/propositions/24/,1,
10/28/2020,prop 24 yes or no,24,yes or no,prop 24 yes or no.html,general,"California Proposition 24, Consumer Personal Information ...","California Proposition 24, the Consumer Personal Information Law and Agency ... A ""yes"" vote supports this ballot initiative to expand the state's consumer data ... Hertzberg said that ""[t]here is no reason to negotiate"" this time, adding, ""What ...‎Support · ‎Opposition · ‎Campaign finance · ‎Media editorials","https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",2,
10/28/2020,prop 24 yes or no,24,yes or no,prop 24 yes or no.html,general,California Prop 24 explained: Increased penalties for crime ...,"On the other hand, Prop 24 is opposed by some privacy advocates, most ... What does a YES vote on Prop 24 ...Oct 13, 2020",https://www.cbs8.com/article/news/politics/elections/ca-prop-24-consumer-privacy-laws/509-c0122e00-4806-4331-b5e5-a1f5bdf0fb1b,3,
10/28/2020,prop 24 yes or no,24,yes or no,prop 24 yes or no.html,general,California Proposition 24: New rules for consumer data ...,"Proposition 24 would make changes to a landmark data privacy law in an ... Chamber of Commerce criticized it in a legislative hearing but have no formal ... Endorsement: Yes on Prop. 24. It's not perfect, but it would improve online privacy.",https://calmatters.org/election-2020-guide/proposition-24-data-privacy/,5,
10/28/2020,prop 24 yes or no,24,yes or no,prop 24 yes or no.html,general,"Prop. 24 is the wrong policy approach, at the wrong time, via ...","Oct 15, 2020 — For that reason, the smart vote is no on Prop. 24. Prop. 24's roots ... The CCPA already protects your privacy; you don't need to vote yes on Prop ...",https://www.sfchronicle.com/opinion/openforum/article/Prop-24-is-the-wrong-policy-approach-at-the-15648771.php,6,
10/28/2020,prop 24 yes or no,24,yes or no,prop 24 yes or no.html,general,"Californians: VOTE NO ON PROP. 24, The California Privacy ...","Sep 17, 2020 — **VOTE NO ON PROP. 24**. If you are considering voting “yes” on Prop. 24, you should read all of its 52 pages. Unless your job requires you to ...",https://blog.ericgoldman.org/archives/2020/09/californians-vote-no-on-prop-24-the-california-privacy-rights-act-cpra.htm,7,
10/28/2020,prop 24 yes or no,24,yes or no,prop 24 yes or no.html,general,"Californian No-brainer: Vote ""YES"" on Prop. 24 - United for a ...","Californian No-brainer: Vote ""YES"" on Prop. 24 · Stops tax giveaways to large corporations that won't create a single job in California. · Does not raise taxes on ...",http://www.faireconomy.org/californian_no-brainer_vote_yes_on_prop_24,8,
10/28/2020,prop 24 yes or no,24,yes or no,prop 24 yes or no.html,general,Yes on Prop 24 Campaign Announces Endorsements From ...,"Oct 16, 2020 — ""Prop 24 will require tech companies to refrain from sharing a consumer's data if it receives a request from the consumer. It will strengthen the ...",https://www.prnewswire.com/news-releases/yes-on-prop-24-campaign-announces-endorsements-from-sacramento-bee-and-fresno-bee-301154275.html,9,
10/28/2020,prop 24,24,prop,prop 24.html,knowledge,,"DescriptionDescriptionProposition 24, officially the Privacy Rights and Enforcement Act Initiative, is a California ballot proposition that will appear on the ballot for the general election on November 3, 2020. WikipediaLocation: CaliforniaBallot year: 2020Ballot text: Amends Consumer Privacy Laws. Initiative Statute. * Permits consumers to: (1) prevent businesses from sharing personal information; (2) correct inaccurate personal information; and (3) limit businesses’ use of “sensitive personal information”—including precise geolocation; race; ethnicity; religion; genetic data; private communications; sexual orientation; and specified health information. * Establishes California Privacy Protection Agency to additiona... Amends Consumer Privacy Laws. Initiative Statute.
* Permits consumers to: (1) prevent businesses from sharing personal information; (2) correct inaccurate personal information; and (3) limit businesses’ use of “sensitive personal information”—including precise geolocation; race; ethnicity; religion; genetic data; private communications; sexual orientation; and specified health information. 

* Establishes California Privacy Protection Agency to additionally enforce and implement consumer privacy laws and impose fines.

* Changes criteria for which businesses must comply with laws.

* Prohibits businesses’ retention of personal information for longer than reasonably necessary.

* Triples maximum penalties for violations concerning consumers under age 16.

* Authorizes civil penalties for theft of consumer login information, as specified.MoreLessSources include: Ballotpedia",,0,
10/28/2020,prop 24,24,prop,prop 24.html,general,"California Proposition 24, Consumer Personal Information ...","California Proposition 24, the Consumer Personal Information Law and Agency Initiative, is on the ballot in California as an initiated state statute on November 3, ...‎Measure design · ‎Support · ‎Opposition · ‎Campaign finance","https://ballotpedia.org/California_Proposition_24,_Consumer_Personal_Information_Law_and_Agency_Initiative_(2020)",0,
10/28/2020,prop 24,24,prop,prop 24.html,general,California Proposition 24: New rules for consumer data ...,"Proposition 24: More data privacy · Change California's data privacy law: · By letting you tell businesses to limit the use of sensitive data, such as your exact location ...",https://calmatters.org/election-2020-guide/proposition-24-data-privacy/,1,
10/28/2020,prop 24,24,prop,prop 24.html,general,Proposition 24 | Official Voter Information Guide | California ...,"CON Proposition 24 reduces your privacy rights in California. Proposition 24 allows ""pay for privacy"" schemes, makes workers wait years to learn what confidential ...‎Arguments and Rebuttals · ‎Proposition 25 · ‎Analysis · ‎Official Title and Summary",https://voterguide.sos.ca.gov/propositions/24/,2,
10/28/2020,prop 24,24,prop,prop 24.html,general,Opinion: Why California voters should reject Prop. 24,1 day ago — Any changes that don't “further” Prop. 24 require going back to the ballot with yet another proposition. This is no small feat when initiatives are ...,https://www.mercurynews.com/opinion-voters-should-reject-prop-24,3,
10/28/2020,prop 24,24,prop,prop 24.html,general,Proposition 24: Yes on Privacy & Yes on Prop 24,Vote Yes on California Prop 24 to safeguard our kids' online privacy and take back control over our personal data from large corporations.,https://www.caprivacy.org/,5,
10/28/2020,prop 24,24,prop,prop 24.html,general,"With Prop. 24, California takes on internet privacy. Again - Los ...","Oct 15, 2020 — Proposition 24 aims to refine and expand the rules of the California Consumer Privacy Act, the 2019 law that gave Californians more power ...",https://www.latimes.com/business/story/2020-10-15/prop-24-california-internet-privacy-ballot-measure,6,
10/28/2020,prop 24,24,prop,prop 24.html,general,"Prop 24, pros and cons: CA's consumer privacy laws ...","CA Prop 24: Consumer privacy laws. The lengthy, text-filled proposition has left people divided about its ...Oct 14, 2020",https://www.abc10.com/article/news/politics/elections/prop-24-2020-election/103-a021dd47-8466-414b-aaf2-a82424397c02,7,
10/28/2020,prop 25 explained,25,explained,prop 25 explained.html,general,California Proposition 25: Replacing cash bail with algorithm ...,"Proposition 25 would change how people get out of jail while awaiting trial, replacing cash bail ... By Sam Lewis, guest commentary in CalMatters July 29, 2020 ...",https://calmatters.org/election-2020-guide/proposition-25-cash-bail/,0,
10/28/2020,prop 25 explained,25,explained,prop 25 explained.html,general,"California Proposition 25, Replace Cash Bail with Risk ...","Jump to Ballot summary — The ballot summary is as follows: “. A “Yes” vote approves, and a “No” vote rejects, a 2018 law that: Replaced the money bail ...‎Overview · ‎Text of measure","https://ballotpedia.org/California_Proposition_25,_Replace_Cash_Bail_with_Risk_Assessments_Referendum_(2020)",1,
10/28/2020,prop 25 explained,25,explained,prop 25 explained.html,general,Proposition 25 | Official Voter Information Guide | California ...,REFERENDUM ON LAW THAT REPLACED MONEY BAIL WITH SYSTEM BASED ON PUBLIC SAFETY AND FLIGHT RISK. · SUMMARY · Put on the Ballot by ...,https://voterguide.sos.ca.gov/propositions/25/,2,
10/28/2020,prop 25 explained,25,explained,prop 25 explained.html,general,Proposition 25 Would End Cash Bail. So Why Are Some ...,"Oct 7, 2020 — Under state law, a referendum puts a new law on hold until voters can weigh in — meaning the 2018 law never went into effect. If Proposition 25 ...",https://www.kqed.org/news/11841209/proposition-25-would-end-cash-bail-so-why-are-some-progressive-groups-against-it,3,
10/28/2020,prop 25 explained,25,explained,prop 25 explained.html,general,Proposition 25 Explained – NBC Los Angeles,"Oct 15, 2020 — One of the most expensive and contentious issues on the November ballot is Proposition 25. It will put California in the place of being the first ...",https://www.nbclosangeles.com/news/politics/decision-2020/proposition-25-explained/2444115/,4,
10/28/2020,prop 25 explained,25,explained,prop 25 explained.html,general,Proposition 25 explained: Cash bail vs. risk assessment ...,"Oct 6, 2020 — Proposition 25 is a bill that decides the fate of a law Governor Jerry Brown signed in 2018: Senate Bill 10. Senate Bill 10 eliminates the cash ...",https://kmph.com/news/local/proposition-25-explained-cash-bail-vs-risk-assessment-algorithm,5,
10/28/2020,prop 25 explained,25,explained,prop 25 explained.html,general,California Prop. 25 explained: Voters to decide on eliminating ...,"Sep 30, 2020 — What is Prop 25? California to vote on eliminating cash bail system. Proposition 25 is a referendum on a law to replace the state's cash bail ...",https://abc7.com/prop-25-california-2020-ca-what-is/6666777/,6,
10/28/2020,prop 25 explained,25,explained,prop 25 explained.html,general,5 things to know about California bail referendum Prop 25 ...,"Proposition 25 would end cash bail in California jails, replacing it ... rather than being cited and released ...Oct 7, 2020",https://www.sacbee.com/news/politics-government/capitol-alert/article246181895.html,7,
10/28/2020,prop 25 how to vote,25,how to vote,prop 25 how to vote.html,general,Proposition 25 | Official Voter Information Guide | California ...,"YES A YES vote on this measure means: No one would pay bail to be released from jail before trial. Instead, people would either be released automatically or ...‎Arguments and Rebuttals · ‎Analysis · ‎Official Title and Summary",https://voterguide.sos.ca.gov/propositions/25/,0,
10/28/2020,prop 25 how to vote,25,how to vote,prop 25 how to vote.html,general,"California Proposition 25, Replace Cash Bail with Risk ...","A ""no"" vote is to repeal the contested legislation, Senate Bill 10 (SB 10), thus keeping in place the use of cash bail for detained suspects awaiting trials.‎Overview · ‎Text of measure","https://ballotpedia.org/California_Proposition_25,_Replace_Cash_Bail_with_Risk_Assessments_Referendum_(2020)",1,
10/28/2020,prop 25 how to vote,25,how to vote,prop 25 how to vote.html,general,"California Proposition 25, Majority Vote for Legislature to Pass ...","Proposition 25 ends the previous requirement in the state that two-thirds of the members of the California State ...Sep 20, 2010 · Uploaded by yesprop25","https://ballotpedia.org/California_Proposition_25,_Majority_Vote_for_Legislature_to_Pass_the_Budget_(2010)",2,
10/28/2020,prop 25 how to vote,25,how to vote,prop 25 how to vote.html,general,California Proposition 25: Replacing cash bail with algorithm ...,"Why am I voting on this? In 2018, former Gov. Jerry Brown signed a law that would have replaced cash bail with a risk-based algorithm. Superior courts would ...",https://calmatters.org/election-2020-guide/proposition-25-cash-bail/,3,
10/28/2020,prop 25 how to vote,25,how to vote,prop 25 how to vote.html,general,Prop 25: Yes or No on Getting Rid of Bail | CAVotes.org,"Prop 25 asks voters to decide if the state should get rid of bail. When a person is charged with a crime, they may have to stay in jail while waiting for a trial.",https://cavotes.org/vote/elections/ballot-measures/prop-25-yes-or-no-getting-rid-bail,4,
10/28/2020,prop 25 how to vote,25,how to vote,prop 25 how to vote.html,general,Vote for Prop. 25 to replace unjust money bail with a system ...,"4 days ago — Thankfully, we have a chance to end money bail this November by voting Yes on Prop. 25. We should prioritize justice — not the size of anyone's ...",https://www.ocregister.com/vote-for-prop-25-to-replace-unjust-money-bail-with-a-system-based-on-safety,5,
10/28/2020,prop 25 how to vote,25,how to vote,prop 25 how to vote.html,general,Your Guide To The Ballot Propositions In California's General ...,3 days ago — Californians have 12 statewide ballot propositions to vote on this year. Lest we forget ... Proposition 25: Replace cash bail with risk assessment.,https://laist.com/elections/2020/props/your-guide-to-the-california-ballot-propositions-in-the-november-2020-election.php,6,
10/28/2020,prop 25 how to vote,25,how to vote,prop 25 how to vote.html,general,California: Vote NO on Props 20 & 25! – Critical Resistance,"Oct 14, 2020 — California: Vote NO on Props 20 & 25! · CA Propositions 25 Will Strengthen the Prison Industrial Complex and Harm Our Communities · RISK ...",http://criticalresistance.org/california-vote-no-on-prop-25/,7,
10/28/2020,prop 25 how to vote,25,how to vote,prop 25 how to vote.html,general,Prop 25 (listed in Progressive Voters Guide),"Oct 20, 2020 — Yes to Ending Cash Bail. Share. Facebook Twitter. Vote YES on Prop 25 to eliminate the use of cash bail in pretrial incarceration. Proposition 25 ...",https://progressivevotersguide.com/california/2020/general/proposition-25?language_content_entity=en,8,
10/28/2020,prop 25 yes or no,25,yes or no,prop 25 yes or no.html,general,California Prop. 25: Cash bail – yes or no | Election 2020 ...,"1:07If Proposition 25 passes, it would eliminate cash bail, which requires suspects to pay a cash bond to be ...Oct 2, 2020 · Uploaded by Los Angeles Times",https://www.youtube.com/watch?v=m7TLNLJlJG8,1,
10/28/2020,prop 25 yes or no,25,yes or no,prop 25 yes or no.html,general,"California Proposition 25, Replace Cash Bail with Risk ...","A “Yes” vote approves, and a “No” vote rejects, a 2018 law that: Replaced the money bail system (for obtaining release from jail before trial) with a system based ...‎Overview · ‎Text of measure","https://ballotpedia.org/California_Proposition_25,_Replace_Cash_Bail_with_Risk_Assessments_Referendum_(2020)",2,
10/28/2020,prop 25 yes or no,25,yes or no,prop 25 yes or no.html,general,PROP 25: YES OR NO ON GETTING RID OF BAIL - California ...,"Oct 9, 2020 — A YES vote on this measure means: No one would pay bail to be released from jail before trial. Instead, people would either be released ...",https://libguides.mjc.edu/c.php?g=1075979&p=7837189,4,
10/28/2020,prop 25 yes or no,25,yes or no,prop 25 yes or no.html,general,California Proposition 25: Replacing cash bail with algorithm ...,"Prop. 25 is further from the existing problem, but no closer to the solution. ... Editorial: End money bail, vote yes on California's Proposition 25. By San Francisco ...",https://calmatters.org/election-2020-guide/proposition-25-cash-bail/,5,
10/28/2020,prop 25 yes or no,25,yes or no,prop 25 yes or no.html,general,"Opinion; Vote for fairness, not fear on Prop. 20 and Prop. 25","Oct 20, 2020 — 20 and Prop. 25. Californians should back bail reform, reject return to 'lock ... If the answer is yes, he should be released and supervised, no ...",https://www.mercurynews.com/7542641,6,
10/28/2020,prop 25 yes or no,25,yes or no,prop 25 yes or no.html,general,"Yes on Proposition 25: End Money Bail in California, Nov 2020","Proposition 25 will eliminate money bail – making California safer, fairer and ... fairness, and the rights of defendants and victims, and no one who is a safety risk ...",https://yesoncaprop25.com/,7,
10/28/2020,prop 25 yes or no,25,yes or no,prop 25 yes or no.html,general,California Prop. 25: Cash bail – yes or no | Election 2020 - Los ...,"Oct 2, 2020 — If Proposition 25 passes, it would eliminate cash bail, which requires suspects to pay a cash bond to be released from jail while waiting for their ...",https://www.latimes.com/politics/california-prop-25-123,8,
10/28/2020,prop 25 yes or no,25,yes or no,prop 25 yes or no.html,general,Is that true? Experts break down 'Yes on Prop 25' ad,"5 days ago — The ""Yes on Prop 25"" campaign is airing TV ads, hoping to sway voters before the November election. As part of KCRA 3's Commitment 2020 ...",https://www.kcra.com/article/is-that-true-experts-break-down-yes-prop-25-ad/34465123,9,
10/28/2020,prop 25,25,prop,prop 25.html,knowledge,,"DescriptionDescriptionProposition 25, officially the Referendum to Overturn a 2018 Law That Replaced Money Bail System with A System Based on Public Safety Risk, is a California ballot proposition that will appear on the ballot for the general election on November 3, 2020. WikipediaLocation: CaliforniaBallot year: 2020Ballot text: Referendum on Law that Replaced Money Bail with System Based on Public Safety and Flight Risk. A “Yes” vote approves, and a “No” vote rejects, a 2018 law that:

* Replaced the money bail system (for obtaining release from jail before trial) with a system based on a determination of public safety and flight risk.

* Limits detention of a person in jail before trial for most misdemeanors.Sources include: Ballotpedia",,0,
10/28/2020,prop 25,25,prop,prop 25.html,general,"California Proposition 25, Replace Cash Bail with Risk ...",SB 10 was designed to make California the first state to end the use of cash bail for all detained suspects awaiting trials. The legislation would replace the state's ...‎Veto referendum · ‎American Civil Liberties Union · ‎SEIU California State Council,"https://ballotpedia.org/California_Proposition_25,_Replace_Cash_Bail_with_Risk_Assessments_Referendum_(2020)",0,
10/28/2020,prop 25,25,prop,prop 25.html,general,California Proposition 25: Replacing cash bail with algorithm ...,Proposition 25: Abolishing cash bail · Transform how people get out of jail while awaiting trial — making California the first state to replace cash bail with an ...,https://calmatters.org/election-2020-guide/proposition-25-cash-bail/,1,
10/28/2020,prop 25,25,prop,prop 25.html,general,Proposition 25 | Official Voter Information Guide | California ...,CON Prop. 25 was written by Sacramento politicians to take away every Californian's option to post bail and replaces this right with a new DISCRIMINATORY ...,https://voterguide.sos.ca.gov/propositions/25/,2,
10/28/2020,prop 25,25,prop,prop 25.html,general,Is that true? Experts break down 'No on Prop 25' ad - KCRA.com,"2 days ago — So, what is Proposition 25 anyway? Referendum on law that replaced money bail with system based on public safety and flight risk. The ...",https://www.kcra.com/article/is-that-true-experts-break-down-no-on-prop-25-ad/34465954,3,
10/28/2020,prop 25,25,prop,prop 25.html,general,Proposition 25 Would End Cash Bail. So Why Are Some ...,"Oct 7, 2020 — If passed, Proposition 25 would let SB 10 take effect — ending cash bail as a way for people accused of a crime to secure their release before a ...",https://www.kqed.org/news/11841209/proposition-25-would-end-cash-bail-so-why-are-some-progressive-groups-against-it,4,
10/28/2020,prop 25,25,prop,prop 25.html,general,California Voice: Prop. 25 is dangerous for victims and ...,4 days ago — Prop. 25 proposes eliminating the constitutional right to choose bail or one of the many pretrial release programs in California counties with a new ...,https://www.marinij.com/2020/10/24/california-voice-prop-25-is-dangerous-for-victims-and-communities/,6,
10/28/2020,prop 25,25,prop,prop 25.html,general,CA Prop 25 - End Cash Bail | SPUR,What the Measure Would Do Proposition 25 is a referendum to determine whether or not 2018's Senate Bill 10 should go into effect. (Implementation has been ...,https://www.spur.org/voter-guide/san-francisco-2020-11/prop-25-end-cash-bail,7,
10/28/2020,proposition 14,14,proposition,proposition 14.html,ad,California YES On Prop 14 | Stem Cell Treatments & Cures,Could Provide Life-Saving Treatments & Cures For Someone You Love. Learn More: YES On 14. YES On Prop 14 Will Continue Vital Research For Life-Threatening Illnesses. Learn More. ,https://caforcures.com/,0,"Paid for by YES ON 14: CALIFORNIANS FOR STEM CELL RESEARCH, TREATMENTS AND CURES"
10/28/2020,proposition 14,14,proposition,proposition 14.html,knowledge,,See results about|See results about|See results about|1964 California Proposition 14|California Proposition 14 was a November 1964 ballot ...|California Proposition 14 was a November 1964 ballot proposition that amended the ...,,0,
10/28/2020,proposition 14,14,proposition,proposition 14.html,general,Proposition 14 | Official Voter Information Guide | California ...,"ARGUMENTS. PRO Prop. 14 funds further development of treatments and cures for chronic, life-threatening diseases like Cancer, Alzheimer's, Heart Disease, ...‎Arguments and Rebuttals · ‎Proposition 15 · ‎Analysis · ‎Official Title and Summary",https://voterguide.sos.ca.gov/propositions/14/,0,
10/28/2020,proposition 14,14,proposition,proposition 14.html,general,California Proposition 14: Stem cell research funding ...,"Proposition 14 would generate money to keep open stem cell agency, the California Institute for Regenerative Medicine, and expand its research capacity.",https://calmatters.org/election-2020-guide/proposition-14-stem-cell-research/,2,
10/28/2020,proposition 14,14,proposition,proposition 14.html,general,"Proposition 14: With Just Handful of Cures, California Stem ...","Oct 8, 2020 — A Yes vote authorizes the state to sell $5.5 billion in general obligation bonds primarily for stem cell research and the development of new ...",https://www.kqed.org/science/1970180/proposition-14-with-handful-of-cures-calif-stem-cell-agency-has-mixed-record-will-voters-pony-up-another-5-5-billion,4,
10/28/2020,proposition 14,14,proposition,proposition 14.html,general,Proposition 14 would give families a sense of hope and relief ...,"2 days ago — Proposition 14 will continue funding for the California Institute for Regenerative Medicine, the state's stem cell research and therapy funding ...",https://www.sfchronicle.com/opinion/openforum/article/Proposition-14-gives-families-a-sense-of-hope-and-15674069.php,5,
10/28/2020,proposition 14,14,proposition,proposition 14.html,general,1964 California Proposition 14 - Wikipedia,"California Proposition 14 was a November 1964 ballot proposition that amended the California state constitution, nullifying the Rumford Fair Housing Act.",https://en.wikipedia.org/wiki/1964_California_Proposition_14,6,
10/28/2020,proposition 14,14,proposition,proposition 14.html,general,2020 California Proposition 14 - Wikipedia,"California Proposition 14 is a citizen-initiated ballot measure that will appear on the ballot in the 2020 California elections, for November 3, 2020. If passed, it will ...",https://en.wikipedia.org/wiki/2020_California_Proposition_14,7,
10/28/2020,proposition 15,15,proposition,proposition 15.html,general,Proposition 15 | Official Voter Information Guide | California ...,"CON Prop 15 is a $12.5 billion property tax increase that raises our cost of living and makes everything we buy – food, gas, utilities, day care and health care – ...‎Arguments and Rebuttals · ‎Official Title and Summary · ‎Proposition 16 · ‎Analysis",https://voterguide.sos.ca.gov/propositions/15/,0,
10/28/2020,proposition 15,15,proposition,proposition 15.html,general,"California Proposition 15, Tax on Commercial and Industrial ...","Proposition 15 would amend the California State Constitution to require commercial and industrial properties, except those zoned as commercial agriculture, to be ...‎Support · ‎Opposition · ‎Campaign finance · ‎Media editorials","https://ballotpedia.org/California_Proposition_15,_Tax_on_Commercial_and_Industrial_Properties_for_Education_and_Local_Government_Funding_Initiative_(2020)",1,
10/28/2020,proposition 15,15,proposition,proposition 15.html,general,2020 California Proposition 15 - Wikipedia,"The 2020 California Proposition 15 provides $6.5 billion to $11.5 billion in new funding for public schools, community colleges, and local government services ...",https://en.wikipedia.org/wiki/2020_California_Proposition_15,4,
10/28/2020,proposition 15,15,proposition,proposition 15.html,general,Proposition 15 promises cash for schools and local governments,1 day ago — Proposition 15 promises cash for schools and local governments. How much isn't clear. Students mull near a row of school lockers. Proposition ...,https://www.latimes.com/california/story/2020-10-27/proposition-15-school-local-government-tax-revenue-california,5,
10/28/2020,proposition 15,15,proposition,proposition 15.html,general,Business donors have met their match in battle over ...,"Oct 9, 2020 — Covid-19 has upended campaign strategies in 2020, but this year, as it always does, money still matters. And for Proposition 15, the initiative for ...",https://edsource.org/2020/business-donors-have-met-their-match-in-battle-over-proposition-15s-split-roll-tax/641169,7,
10/28/2020,proposition 16,16,proposition,proposition 16.html,general,"Opinion | Californians, Vote Yes on Prop 16 - The New York ...","20 hours ago — Proposition 16 aims to reverse Proposition 209, a measure that California passed 24 years ago banning consideration of race, gender or ...",https://www.nytimes.com/2020/10/27/opinion/california-prop-16-affirmative-action.html,3,
10/28/2020,proposition 16,16,proposition,proposition 16.html,general,Proposition 16 on the Ballot in California - The New York Times,"Oct 21, 2020 — Such is the case with Proposition 16, which would reverse a ban on considering race, gender or ethnicity in public university admissions and ...",https://www.nytimes.com/2020/10/21/us/proposition-16-california.html,4,
10/28/2020,proposition 16,16,proposition,proposition 16.html,general,2020 California Proposition 16 - Wikipedia,"Proposition 16 is a California ballot proposition that will appear on the November 3, 2020 general election ballot, asking California voters to amend the ...Assembly voted: 2020-06-10 (60-14)Status: Sent to ballotSenate voted: 2020-06-24 (30-10)Sponsor(s): Weber, ‎Gipson‎, and ‎Santiago‎",https://en.wikipedia.org/wiki/2020_California_Proposition_16,5,
10/28/2020,proposition 16,16,proposition,proposition 16.html,general,Prop. 16: Why is affirmative action measure struggling in woke ...,6 days ago — Racial justice demonstrations in the wake of George Floyd's killing created a large movement. But a California ballot measure that proponents ...,https://www.sfchronicle.com/politics/article/Racial-justice-movement-struggling-to-translate-15665862.php,6,
10/28/2020,proposition 17,17,proposition,proposition 17.html,general,Proposition 17 | Official Voter Information Guide | California ...,ARGUMENTS. PRO Prop. 17 restores a citizen's right to vote after they finish their prison term—aligning California with other states. A recent parole commission ...‎Arguments and Rebuttals · ‎Proposition 18 · ‎Analysis · ‎Official Title and Summary,https://voterguide.sos.ca.gov/propositions/17/,2,
10/28/2020,proposition 17,17,proposition,proposition 17.html,general,Proposition 17 [Ballot] - Legislative Analyst's Office,"A YES vote on this measure means: People on state parole who are U.S. citizens, residents of California, and at least 18 years of age would be able to vote, ...",https://lao.ca.gov/BallotAnalysis/Proposition?number=17&year=2020,3,
10/28/2020,proposition 17,17,proposition,proposition 17.html,general,Election 2020 California Proposition 17 | KQED,"If passed, Proposition 17 would allow parolees to register and vote after they leave state prison, instead of waiting until the term of their parole has ended.",https://www.kqed.org/voterguide/proposition-17-parole-vote,5,
10/28/2020,proposition 18,18,proposition,proposition 18.html,general,Proposition 18 | Official Voter Information Guide | California ...,Official Voter Information Guide · PROP 18 · AMENDS CALIFORNIA CONSTITUTION TO PERMIT 17-YEAR-OLDS TO VOTE IN PRIMARY AND SPECIAL ...‎Arguments and Rebuttals · ‎Proposition 19 · ‎Analysis · ‎Official Title and Summary,https://voterguide.sos.ca.gov/propositions/18/,1,
10/28/2020,proposition 18,18,proposition,proposition 18.html,general,Proposition 18 would allow some 17-year-old Californians to ...,"5 days ago — If approved by California voters, Proposition 18 would allow 17-year-olds to vote in primary and special elections if they turn 18 before the next ...",https://www.latimes.com/california/story/2020-10-23/proposition-18-would-allow-some-but-not-all-17-year-old-californians-to-vote,4,
10/28/2020,proposition 18,18,proposition,proposition 18.html,general,Proposition 18 | californiachoices.org,Proposition 18 would allow 17-year-olds who will be at least 18 years old and otherwise eligible to vote at the time of the next general election to vote in ...,https://www.californiachoices.org/proposition-18,5,
10/28/2020,proposition 18,18,proposition,proposition 18.html,general,Proposition 18: Should 17-Year-Olds Be Eligible To Vote in ...,"Oct 7, 2020 — Proposition 18: Should 17-Year-Olds Be Eligible To Vote in Primary Elections? · Proposition 18: Youth Voting.",https://www.kqed.org/news/11841211/proposition-18-should-17-year-olds-be-eligible-to-vote-in-primary-elections,6,
10/28/2020,proposition 18,18,proposition,proposition 18.html,general,Proposition 18 (2020) | Institute of Governmental Studies - UC ...,"Proposition 18 will make 17-year-olds who will be 18 years old by the time of the next general election, eligible to vote in the primary election and any special ...",https://www.igs.berkeley.edu/library/elections/proposition-18-2020,9,
10/28/2020,proposition 19,19,proposition,proposition 19.html,knowledge,,"See results about|See results about|See results about|California Proposition 19, Property Tax Transfers, Exemptions, and Revenue for Wildfire Agencies and Counties Amendment (2020)|Proposition 19, also referred to as Assembly Constitutional ...|Proposition 19, also referred to as Assembly Constitutional Amendment No. 11, is a ...",,0,
10/28/2020,proposition 19,19,proposition,proposition 19.html,general,Proposition 19 | Official Voter Information Guide | California ...,"Put on the Ballot by the Legislature. Allows homeowners who are over 55, disabled, or wildfire/disaster victims to transfer primary residence's tax base to ...‎Arguments and Rebuttals · ‎Analysis · ‎Proposition 20 · ‎Official Title and Summary",https://voterguide.sos.ca.gov/propositions/19/,1,
10/28/2020,proposition 19,19,proposition,proposition 19.html,general,2020 California Proposition 19 - Wikipedia,"Proposition 19, also referred to as Assembly Constitutional Amendment No. 11, is a complex California ballot proposition that will appear on the ballot for the ...",https://en.wikipedia.org/wiki/2020_California_Proposition_19,3,
10/28/2020,proposition 19,19,proposition,proposition 19.html,general,What You Need To Know About Prop. 19 and Property Tax ...,"Oct 8, 2020 — Prop 19 would expand their options, add more eligible homeowners into the ... Proposition 19 would allow eligible homeowners to transfer the ...",https://www.kqed.org/news/11841414/what-you-need-to-know-about-proposition-19-and-property-tax-transfers-transcript,6,
